statefips,date,ds_o3_pred,ds_o3_stdd
1,03MAR2013,43.65315674300254,4.193583036471586
1,03MAR2014,34.132597116200174,4.067420780322307
1,03MAY2011,33.00211315182358,4.261204050890585
1,03MAY2012,25.467848600508905,3.505694486853266
1,03MAY2013,33.82949787955895,3.618157336726039
1,03MAY2014,55.67122798982189,4.282672349448685
1,03NOV2011,34.998773875318065,5.495692500424088
1,03NOV2012,46.38753121289228,6.103435284139101
1,03NOV2013,33.61546717557252,4.132836641221374
1,03NOV2014,41.04378600508906,5.095571586089907
1,03OCT2011,44.07666574300254,5.01610059966073
1,03OCT2012,40.48510856658185,5.634103053435115
1,03OCT2013,39.74281000848177,4.541815776081425
1,03OCT2014,35.72664741306191,3.985511959287532
1,03SEP2011,52.28660092875318,5.680905765903308
1,03SEP2012,32.23974045801527,4.167539440203563
1,03SEP2013,43.30329618320611,5.652483375742154
1,03SEP2014,33.90931382527565,4.381870822731128
1,04APR2011,40.40171603562341,4.25932351908397
1,04APR2012,43.357782273112804,3.927833163698049
1,04APR2013,39.995093553859206,3.9575204410517384
1,04APR2014,38.9075860899067,3.3410394402035624
1,04AUG2011,49.67473735284139,5.462582283290924
1,04AUG2012,41.77024486853266,4.987377268871925
1,04AUG2013,40.225418575063614,4.6309198473282445
1,04AUG2014,49.17576751484309,5.123103816793893
1,04DEC2011,33.69788642663274,5.180555397794741
1,04DEC2012,32.943984139100934,7.3101396098388465
1,04DEC2013,24.192674893977948,5.771589652247668
1,04DEC2014,29.969121967769293,6.804386005089059
1,04FEB2011,19.395064057676,5.7075054105173875
1,04FEB2012,33.30646929601357,4.9104395250212045
1,04FEB2013,33.57896217133164,6.3952954198473275
1,04FEB2014,16.393340033927057,4.095935453774385
1,04JAN2011,32.890051288379986,8.147662161153521
1,04JAN2012,34.422084563189145,7.440017557251908
1,04JAN2013,33.553089821882956,7.0786156064461405
1,04JAN2014,31.016596776929603,6.059281424936387
1,04JUL2011,48.75118700508906,5.400038388464801
1,04JUL2012,46.24363545377439,5.3097937234944865
1,04JUL2013,23.77205911789652,3.869573960983885
1,04JUL2014,43.27962909245123,4.285469126378287
1,04JUN2011,61.06350562001697,6.196112139100933
1,04JUN2012,45.185028668363024,4.34689669211196
1,04JUN2013,42.15948430873622,4.436508057675996
1,04JUN2014,33.05816386768448,4.069246649703138
1,04MAR2011,44.89332982442748,5.433272237489398
1,04MAR2012,43.812990161153515,3.631456743002545
1,04MAR2013,44.59942671755725,4.156875233248516
1,04MAR2014,26.52890703986429,4.133096607294317
1,04MAY2011,49.856204643765906,5.257786360474978
1,04MAY2012,33.062703392705686,4.370668702290076
1,04MAY2013,39.88024461407973,3.5117041560644617
1,04MAY2014,57.35566709075488,4.18164385072095
1,04NOV2011,30.64816240797286,4.920980107718405
1,04NOV2012,36.14678871925361,5.126588634435962
1,04NOV2013,37.11443443596268,5.158822222222223
1,04NOV2014,43.173872349448686,6.621668702290076
1,04OCT2011,53.219153144189995,5.142145660729432
1,04OCT2012,45.95479550466497,5.444493384223919
1,04OCT2013,37.22674376590331,5.2077621713316375
1,04OCT2014,33.248906785411364,3.5739981340118745
1,04SEP2011,29.41990830279898,3.9682403994910938
1,04SEP2012,30.100064546225614,4.553467854113656
1,04SEP2013,46.54586429177269,5.821447837150127
1,04SEP2014,33.90475165394402,4.700570229007634
1,05APR2011,47.81263549194232,4.170074190839695
1,05APR2012,42.72744512298558,3.534322476675148
1,05APR2013,49.0853913486005,4.002222731128075
1,05APR2014,43.21827989821883,3.5815748939779475
1,05AUG2011,54.56091372010178,6.156552723494487
1,05AUG2012,29.926037234944868,4.283398982188295
1,05AUG2013,41.73456963528414,4.51436929601357
1,05AUG2014,56.25825394402036,5.997471586089907
1,05DEC2011,29.084635859202713,6.139251169635284
1,05DEC2012,28.763827311280746,6.323602714164546
1,05DEC2013,20.844465564037318,5.264773876166243
1,05DEC2014,28.206597964376588,7.133927820186599
1,05FEB2011,32.27303075402884,6.153366406276505
1,05FEB2012,28.666524766751483,4.018971077184054
1,05FEB2013,35.48734045801527,7.716866157760814
1,05FEB2014,29.67416208651399,4.556910856658185
1,05JAN2011,26.060993619168787,8.112390042408821
1,05JAN2012,35.26244741306191,7.030567684478372
1,05JAN2013,28.513040373197626,5.914885920271416
1,05JAN2014,27.576670653095846,5.457319847328244
1,05JUL2011,50.30971963358778,6.247137412213741
1,05JUL2012,52.70537353689567,5.758495674300255
1,05JUL2013,17.669757167090754,3.1633776929601356
1,05JUL2014,49.43620975402884,5.4426837150127225
1,05JUN2011,58.29603904834605,6.07789294317218
1,05JUN2012,42.90267616624258,4.043261577608143
1,05JUN2013,28.94325394402036,4.105891603053435
1,05JUN2014,31.823331467345206,3.9622777777777776
1,05MAR2011,36.5300098346056,4.753890633587786
1,05MAR2012,44.37231323155216,4.235084987277354
1,05MAR2013,41.04748091603054,4.3424883799830365
1,05MAR2014,33.01543180661578,4.517568278201866
1,05MAY2011,52.82563651229856,4.763125634435963
1,05MAY2012,39.084414164546224,4.161075911789652
1,05MAY2013,36.29586497031383,3.410152417302799
1,05MAY2014,58.20106658184902,4.610612892281594
1,05NOV2011,42.19651796437659,4.917260372349449
1,05NOV2012,34.40040797285835,5.764304580152672
1,05NOV2013,35.578544614079725,4.9443424088210355
1,05NOV2014,31.064407294317213,5.93022578456319
1,05OCT2011,54.79558787871077,5.203712512298558
1,05OCT2012,49.631405343511446,5.177617048346056
1,05OCT2013,36.14483570822731,4.501793977947413
1,05OCT2014,39.91472612383375,4.00053443596268
1,05SEP2011,33.847556621713316,4.36442642663274
1,05SEP2012,33.70366225614928,4.5435011874469895
1,05SEP2013,48.50597472434266,5.405587192536047
1,05SEP2014,37.09843435114504,4.751228668363019
1,06APR2011,53.16136102290076,4.261439608142494
1,06APR2012,44.26211891433418,3.5976827820186594
1,06APR2013,55.760747497879564,4.2056515691263785
1,06APR2014,34.75386700593724,3.476625614927905
1,06AUG2011,48.46871188210348,5.886345446988974
1,06AUG2012,32.89602103477523,4.580200339270569
1,06AUG2013,35.45290441051739,4.512079813401188
1,06AUG2014,52.53514003392706,5.3494795589482615
1,06DEC2011,16.949375585241732,5.300066631891434
1,06DEC2012,33.54156437659033,6.49663401187447
1,06DEC2013,17.092340797285836,3.9326572519083967
1,06DEC2014,28.906185581000848,5.618054707379135
1,06FEB2011,40.41983843935539,5.873969865988125
1,06FEB2012,29.509039355385916,4.841676759966073
1,06FEB2013,42.99254970313825,7.273536217133164
1,06FEB2014,30.91118524173028,5.156267938931298
1,06JAN2011,35.67494174639525,9.662381347752333
1,06JAN2012,37.44133723494487,7.562087871077185
1,06JAN2013,32.79382010178117,6.078641815097541
1,06JAN2014,35.259333248515695,7.126482103477524
1,06JUL2011,50.25419200678541,5.902438082273113
1,06JUL2012,59.35997285835453,6.859711959287532
1,06JUL2013,18.991294910941477,3.2668408821034776
1,06JUL2014,46.9115486005089,5.1553537743850715
1,06JUN2011,61.97490401696353,6.103291467345207
1,06JUN2012,50.06738821034775,4.692127650551315
1,06JUN2013,34.89487234944868,4.540073367260391
1,06JUN2014,30.104919168787106,4.086556318914334
1,06MAR2011,31.743943934690417,3.6562697438507206
1,06MAR2012,48.031889482612385,3.7466307039864293
1,06MAR2013,43.9902363019508,4.8549931297709925
1,06MAR2014,29.549430279898218,4.35943358778626
1,06MAY2011,55.67994528753181,4.776238569126378
1,06MAY2012,43.31018413910093,3.87649796437659
1,06MAY2013,30.202790924512296,3.4844718405428328
1,06MAY2014,60.132847921967766,4.176113061916879
1,06NOV2011,35.09170383969465,4.5788488914334184
1,06NOV2012,29.718999321458863,5.741552417302799
1,06NOV2013,30.132692960135707,5.006762765055131
1,06NOV2014,35.120496098388465,6.021972010178117
1,06OCT2011,52.80418751145038,4.9607382985581
1,06OCT2012,31.26075538592027,4.041205343511451
1,06OCT2013,24.0786048346056,3.1801134011874472
1,06OCT2014,43.283145292620866,4.881352841391009
1,06SEP2011,27.777254765903308,4.213225596268024
1,06SEP2012,37.43305818490246,4.988713570822731
1,06SEP2013,54.93885233248516,5.377392705682782
1,06SEP2014,41.27387786259542,4.908269804919423
1,07APR2011,47.42535428159457,4.332123258693809
1,07APR2012,51.79490610687023,4.029109245122986
1,07APR2013,50.26781238337574,4.113360729431721
1,07APR2014,38.13791323155216,4.233692111959288
1,07AUG2011,41.197391820186596,5.121661279050043
1,07AUG2012,38.4355491942324,5.370678965224767
1,07AUG2013,37.29134249363868,4.873443341815098
1,07AUG2014,51.07880712468194,5.271254537743851
1,07DEC2011,18.72698878371501,4.9114403095843935
1,07DEC2012,26.74000653095844,7.1467009329940625
1,07DEC2013,11.106695589482612,3.0220163698049194
1,07DEC2014,30.982629092451226,5.525947752332486
1,07FEB2011,37.9652160322307,5.928821030534351
1,07FEB2012,35.530994656488545,5.36965368956743
1,07FEB2013,32.968580152671755,5.95796802374894
1,07FEB2014,31.83031195928753,5.997247497879559
1,07JAN2011,41.33508349533503,9.800526143341814
1,07JAN2012,30.91349219677693,6.117899660729432
1,07JAN2013,33.433209160305346,6.430298218829517
1,07JAN2014,32.43549830364716,7.586617981340119
1,07JUL2011,49.992126997455465,5.865427519083969
1,07JUL2012,54.14120695504665,6.77754139100933
1,07JUL2013,18.950647243426634,3.46083155216285
1,07JUL2014,49.76201323155216,5.817146988973707
1,07JUN2011,58.93574404071247,6.028814659881255
1,07JUN2012,47.40677455470738,4.823623664122137
1,07JUN2013,37.603316454622565,5.0906893129771
1,07JUN2014,35.30191882951654,4.03097133163698
1,07MAR2011,31.83666722476675,3.8261665530110265
1,07MAR2012,43.96892400339271,3.49845122985581
1,07MAR2013,41.411913910093304,4.449433418150975
1,07MAR2014,40.82740186598813,4.98205530110263
1,07MAY2011,62.83405787362172,4.919896726039016
1,07MAY2012,43.3742824427481,4.682199151823579
1,07MAY2013,42.99124444444444,4.1425196776929605
1,07MAY2014,50.75922434266327,4.638316878710772
1,07NOV2011,35.988761114503816,5.73120291687871
1,07NOV2012,28.83417048346056,5.080940203562341
1,07NOV2013,27.517749363867686,4.868345292620865
1,07NOV2014,32.29824732824427,5.144266327396099
1,07OCT2011,52.09489341560644,5.114283180661578
1,07OCT2012,28.942253011026292,3.5476094995759118
1,07OCT2013,31.350391687871078,3.9350106870229005
1,07OCT2014,42.83916751484308,4.67303112807464
1,07SEP2011,31.11259737913486,4.522866066157761
1,07SEP2012,41.41169796437659,5.19471679389313
1,07SEP2013,52.805819847328245,5.621002544529262
1,07SEP2014,38.753939100932996,4.647211959287532
1,08APR2011,27.33306964206955,3.536579474978796
1,08APR2012,53.49403833757422,4.139191942324003
1,08APR2013,44.37792502120441,4.010607633587786
1,08APR2014,49.01027311280747,5.213286683630195
1,08AUG2011,37.32584096861747,4.752708160305343
1,08AUG2012,47.53587302798982,6.346487786259543
1,08AUG2013,35.096075402883805,4.736554961832061
1,08AUG2014,40.49628617472435,4.850388804071247
1,08DEC2011,24.39552115606446,5.608044631891434
1,08DEC2012,24.7221754028838,6.382601950805768
1,08DEC2013,12.219478965224766,3.3401387616624256
1,08DEC2014,29.659821967769293,7.162363443596267
1,08FEB2011,38.67409727396098,4.547249474978796
1,08FEB2012,39.76665165394402,6.355829007633588
1,08FEB2013,30.06434147582697,5.394945801526718
1,08FEB2014,33.12750441051739,5.620966581849024
1,08JAN2011,37.097835686174726,8.558021948261239
1,08JAN2012,23.79097582697201,5.005255979643765
1,08JAN2013,31.546810941475826,7.929849787955895
1,08JAN2014,29.60373460559796,7.507810347752332
1,08JUL2011,48.32746540542833,5.545473324851569
1,08JUL2012,42.93874028837998,5.56017090754877
1,08JUL2013,23.127479813401187,3.6843241730279894
1,08JUL2014,48.913225360474975,5.629932569974555
1,08JUN2011,56.12839928668363,6.021240780322307
1,08JUN2012,50.81226556403732,4.6563441051738765
1,08JUN2013,47.36583197625106,4.977913316369804
1,08JUN2014,32.942545631891434,4.683300339270568
1,08MAR2011,44.9757344283291,5.221507929601358
1,08MAR2012,38.91550542832909,3.6917972858354537
1,08MAR2013,45.248740882103476,4.7156626802374895
1,08MAR2014,43.12525631891433,4.039183799830364
1,08MAY2011,45.0860646149279,4.224772235793044
1,08MAY2012,45.75560313825275,4.584877692960136
1,08MAY2013,47.66587201017812,4.735946225614928
1,08MAY2014,46.858761068702286,4.341066836301951
1,08NOV2011,38.69401077523325,6.218949591178966
1,08NOV2012,31.808734605597962,5.095636895674301
1,08NOV2013,34.170779983036475,4.80119016115352
1,08NOV2014,32.76649881255301,5.209981933842239
1,08OCT2011,44.130662963528415,4.474416399491094
1,08OCT2012,31.23125648854962,3.808298727735369
1,08OCT2013,33.44757133163698,3.751303816793893
1,08OCT2014,40.5537614927905,5.382449703138253
1,08SEP2011,42.83161968108566,5.814741175572519
1,08SEP2012,33.83590076335878,4.1223467345207805
1,08SEP2013,50.21163596268023,5.4816742154368105
1,08SEP2014,43.9414925360475,4.656118829516539
1,09APR2011,31.760209057675997,3.7888648379983034
1,09APR2012,56.16453104325699,4.4188377438507205
1,09APR2013,42.40752654792197,3.822986429177269
1,09APR2014,50.451403562340964,4.187328922815946
1,09AUG2011,36.73905481000848,4.547204228159457
1,09AUG2012,38.08877005937235,5.95241679389313
1,09AUG2013,29.965163104325704,4.278471755725191
1,09AUG2014,33.27034427480916,4.201341051738761
1,09DEC2011,25.645791950805766,6.437474031382528
1,09DEC2012,36.19117659033079,5.980731976251061
1,09DEC2013,16.108646480067854,4.4125105173876165
1,09DEC2014,31.16245335029686,7.592315097540288
1,09FEB2011,33.441300366412214,5.002693314673452
1,09FEB2012,31.67458795589483,5.321274385072095
1,09FEB2013,37.63421331636981,5.430481340118745
1,09FEB2014,32.29213621713316,5.694629007633588
1,09JAN2011,29.303786307888043,5.955419655640373
1,09JAN2012,24.547253519932145,5.95288854961832
1,09JAN2013,21.67743324851569,6.360052417302799
1,09JAN2014,25.15613240033927,5.9324396098388466
1,09JUL2011,47.37204381255301,4.843290543681086
1,09JUL2012,46.88744266327396,5.636425190839694
1,09JUL2013,31.106156403731976,4.5426368956743
1,09JUL2014,38.92595954198473,4.824016454622562
1,09JUN2011,60.10773221034775,6.487339958439356
1,09JUN2012,40.77736963528414,3.982541560644614
1,09JUN2013,23.461699575911787,3.8379849024597115
1,09JUN2014,32.3709502120441,4.366743765903308
1,09MAR2011,38.52447524936387,5.006615420695505
1,09MAR2012,34.304538846480064,3.582770398642918
1,09MAR2013,58.4733278201866,4.937836726039016
1,09MAR2014,46.034375996607295,5.297107124681935
1,09MAY2011,43.58005552417303,4.412592878710772
1,09MAY2012,45.66800653095844,4.673487022900763
1,09MAY2013,48.30499567430025,4.657401187446989
1,09MAY2014,34.91275971162002,4.270682103477523
1,09NOV2011,32.90437752078032,5.403205195080576
1,09NOV2012,36.75643613231552,5.197531297709924
1,09NOV2013,34.689438592027145,5.130675233248516
1,09NOV2014,33.941363443596266,5.4221562340966925
1,09OCT2011,39.643551910941476,4.500129802374894
1,09OCT2012,35.89406878710772,4.52568032230704
1,09OCT2013,31.87230670059372,4.21046887192536
1,09OCT2014,39.360378032230706,5.076225021204411
1,09SEP2011,53.930603839694655,6.567242089058524
1,09SEP2012,38.42623782866836,4.1583920271416455
1,09SEP2013,47.75493494486853,5.512593384223918
1,09SEP2014,36.371869974554706,4.4074240033927055
1,10APR2011,29.24582572179813,3.3574386844783715
1,10APR2012,54.33061255301103,4.366122052586938
1,10APR2013,46.88119889737065,4.312023155216285
1,10APR2014,53.454919762510606,4.342988464800678
1,10AUG2011,43.48085623833757,4.409730276505513
1,10AUG2012,39.633943256997455,5.773831806615776
1,10AUG2013,28.076208905852415,3.7874328244274813
1,10AUG2014,34.97238642917727,4.67136395250212
1,10DEC2011,30.600347007633587,6.025640070398643
1,10DEC2012,29.270148770144193,5.815957082273113
1,10DEC2013,26.329736641221373,5.316921034775233
1,10DEC2014,22.24376140797286,5.61027336726039
1,10FEB2011,31.705563966072944,5.678045754877014
1,10FEB2012,30.730044189991517,4.734350127226462
1,10FEB2013,38.91203977947413,5.379947667514843
1,10FEB2014,29.069759457167095,6.112690500424089
1,10JAN2011,29.297240522476677,6.137347296861748
1,10JAN2012,29.574535029686174,6.768103138252757
1,10JAN2013,24.567620695504665,5.663094232400339
1,10JAN2014,18.648862849872774,5.993148006785412
1,10JUL2011,40.68418627905004,4.62432486259542
1,10JUL2012,39.79041789652248,5.356634775233248
1,10JUL2013,31.606608142493638,4.3465087362171335
1,10JUL2014,39.91271475826972,4.9064079728583545
1,10JUN2011,61.82870914334181,6.118388904156064
1,10JUN2012,28.995178456318914,3.5608575063613235
1,10JUN2013,32.65952044105174,4.244022900763359
1,10JUN2014,31.1412427480916,3.959423240033927
1,10MAR2011,36.305900575911785,4.513977026293469
1,10MAR2012,45.524405937234945,4.007039694656489
1,10MAR2013,54.22808210347752,4.521964800678541
1,10MAR2014,45.56946836301951,6.39190245971162
1,10MAY2011,43.53715130364716,4.416958461407972
1,10MAY2012,56.42103579304495,4.3000860899067
1,10MAY2013,41.62371967769296,4.340419423240034
1,10MAY2014,33.6409925360475,3.532416030534351
1,10NOV2011,35.76752945886344,6.474197972858355
1,10NOV2012,46.885538761662424,6.813677523324851
1,10NOV2013,36.14572909245123,5.179640033927057
1,10NOV2014,43.32534732824427,6.150818744698897
1,10OCT2011,39.35973441475827,5.57894016115352
1,10OCT2012,39.073213994910944,4.464744274809161
1,10OCT2013,38.01951331636981,4.833821967769296
1,10OCT2014,30.65730458015267,4.220616200169635
1,10SEP2011,55.94971732145886,5.494022142493638
1,10SEP2012,46.27927141645462,4.712410432569974
1,10SEP2013,43.33410356234097,5.210439525021204
1,10SEP2014,31.881571501272262,3.986112468193384
1,11APR2011,37.66081012637829,3.8141603112807463
1,11APR2012,52.334900593723496,3.828083036471586
1,11APR2013,29.6556647158609,3.291600084817642
1,11APR2014,54.25458490245971,4.587307294317218
1,11AUG2011,41.60057505173876,4.325423354537744
1,11AUG2012,45.449956403731974,5.917819083969466
1,11AUG2013,27.419036132315522,3.8541698897370655
1,11AUG2014,33.559311365564035,4.578859117896522
1,11DEC2011,27.745538977099237,5.475895434266327
1,11DEC2012,19.20656429177269,4.796615776081425
1,11DEC2013,26.855393469041562,6.014953944020356
1,11DEC2014,25.086778117048343,5.886621034775233
1,11FEB2011,36.82290460220526,6.917531071246819
1,11FEB2012,34.69937489397795,3.989062849872773
1,11FEB2013,29.835581764206957,5.3238988125530105
1,11FEB2014,24.511709584393554,5.4535914334181514
1,11JAN2011,27.113628112807465,7.10274618235793
1,11JAN2012,29.438089567430023,6.517917726887193
1,11JAN2013,25.230890754877013,6.5088203562340965
1,11JAN2014,33.793644953350295,5.212155640373198
1,11JUL2011,42.9052781798134,5.186343474130619
1,11JUL2012,28.216484223918577,5.041055131467345
1,11JUL2013,36.27258592027142,4.6624109414758275
1,11JUL2014,47.820730958439356,5.0153466497031385
1,11JUN2011,60.67696156403732,5.496533036471586
1,11JUN2012,30.70166946564886,3.8450750636132316
1,11JUN2013,41.13672612383376,4.990913910093299
1,11JUN2014,38.727206700593726,4.1265164546225614
1,11MAR2011,44.68989266836302,4.616553421543681
1,11MAR2012,41.86649804919423,4.112166666666666
1,11MAR2013,41.62681255301103,4.339486005089058
1,11MAR2014,46.96475530110263,5.302710432569975
1,11MAY2011,46.130510277353686,5.217581572519084
1,11MAY2012,59.357589228159455,4.322447243426632
1,11MAY2013,38.779606700593725,3.7549218829516535
1,11MAY2014,30.738554028838,3.234707463952502
1,11NOV2011,37.72492281679389,5.7611058956743
1,11NOV2012,42.34809329940628,5.645123494486853
1,11NOV2013,41.45833401187447,6.470089652247668
1,11NOV2014,44.10995903307888,6.015751908396947
1,11OCT2011,29.079899843935536,4.773178016115352
1,11OCT2012,40.89103469041561,4.431076675148431
1,11OCT2013,38.90985385920271,4.426806870229007
1,11OCT2014,31.869121458863443,3.8822529262086514
1,11SEP2011,55.832237306191686,5.050552491094147
1,11SEP2012,45.52266157760814,4.62218439355386
1,11SEP2013,43.168096607294316,4.856301865988125
1,11SEP2014,30.41155496183206,4.069081255301103
1,12APR2011,50.436451302798986,4.551056883799831
1,12APR2012,50.89177938931297,3.95961475826972
1,12APR2013,45.40194045801526,3.918015267175573
1,12APR2014,51.71072205258694,3.7162692111959283
1,12AUG2011,51.3684598379983,5.2085189677692965
1,12AUG2012,51.181718659881255,5.675426293469041
1,12AUG2013,28.078910602205262,4.188924427480916
1,12AUG2014,41.86605699745547,4.586512892281594
1,12DEC2011,23.33629805258694,6.35730332485157
1,12DEC2012,24.165422985581,5.082803223070399
1,12DEC2013,31.843794910941472,7.210364970313825
1,12DEC2014,30.22463553859203,6.514549872773537
1,12FEB2011,43.62581857845632,6.297767191687871
1,12FEB2012,35.664988379983036,4.366554622561493
1,12FEB2013,28.75656191687871,5.2359640373197625
1,12FEB2014,27.421018914334184,5.791482357930449
1,12JAN2011,32.65839323324852,8.058137674300255
1,12JAN2012,29.853851738761662,6.160353095843936
1,12JAN2013,24.767323664122134,5.969796437659033
1,12JAN2014,33.33745318066158,4.426395759117896
1,12JUL2011,47.19644706276505,5.442189082273113
1,12JUL2012,22.604399406276503,4.527195759117896
1,12JUL2013,44.290369380831216,4.811494826123834
1,12JUL2014,45.60368032230704,5.0481599660729435
1,12JUN2011,59.7284243596268,5.4803836081424935
1,12JUN2012,41.9230016115352,4.693061832061068
